"wage","education","experience","age","female","region"
64.3315125130654,18,9,33,1,"South"
26.1436021647806,11,36,53,1,"North"
18.3628759748707,19,9,34,0,"North"
18.5636180773842,11,35,52,0,"West"
21.2550525451861,16,5,27,0,"North"
49.8392937011113,17,28,51,1,"South"
40.6335258993901,13,28,47,0,"West"
36.8510189460886,17,17,40,0,"West"
39.6209327753781,14,12,32,1,"West"
32.5299617548817,15,21,42,1,"South"
35.4651916222449,10,28,44,1,"South"
37.2911726388601,12,38,56,1,"South"
24.6183213702638,17,34,57,0,"North"
17.1873733522967,14,21,41,0,"South"
81.5273118964823,20,16,42,1,"South"
33.443440806227,19,11,36,0,"West"
24.7786251148322,13,12,31,0,"South"
20.4995452472523,11,15,32,1,"North"
19.1900088600161,12,37,55,0,"West"
88.6003781821875,17,24,47,1,"West"
50.6275138617505,16,28,50,1,"North"
20.9669753040997,14,38,58,0,"North"
72.6323264498787,16,22,44,1,"West"
17.3062641700176,15,11,32,0,"North"
18.4181846814887,12,22,40,0,"West"
75.2244452098251,19,4,29,1,"South"
58.8409493970816,15,34,55,1,"South"
19.4487678753977,14,13,33,0,"West"
32.3581487179621,20,26,52,0,"West"
27.2067699293033,13,7,26,0,"West"
46.9328283665959,19,2,27,1,"South"
38.5587237090472,15,30,51,1,"North"
24.6582969462586,18,7,31,0,"North"
27.9438346000586,11,42,59,1,"West"
38.3490212367024,13,9,28,1,"West"
26.282898992244,13,35,54,0,"South"
90.847975291118,19,20,45,1,"North"
43.920013615157,17,25,48,0,"West"
13.7326158510797,11,15,32,0,"South"
28.9033613578546,12,13,31,1,"West"
44.4004298671607,18,7,31,1,"North"
14.9777615345778,11,27,44,0,"North"
21.0735786029262,10,43,59,0,"South"
18.9961783397364,11,20,37,0,"West"
89.694406215894,20,4,30,1,"North"
31.915897667424,13,33,52,0,"North"
32.1365783436239,11,37,54,1,"North"
39.2941477899157,15,24,45,1,"South"
24.2918437636469,13,36,55,0,"North"
108.259627458525,17,33,56,1,"West"
52.5945336245854,20,29,55,0,"South"
44.8770835733023,15,35,56,1,"South"
48.6998057491124,20,33,59,0,"South"
25.8352305543827,15,7,28,0,"South"
30.6474177737655,12,35,53,1,"West"
32.4923853498279,11,35,52,0,"West"
55.4336745884227,13,25,44,1,"South"
25.012331620064,13,34,53,0,"West"
20.6921370879746,14,23,43,0,"West"
50.1103068744969,16,31,53,1,"North"
56.3201923877639,16,9,31,1,"West"
36.2893231046117,11,19,36,1,"South"
37.4825867599442,20,4,30,1,"South"
73.5927648192233,18,28,52,1,"South"
34.2219937058598,19,11,36,0,"West"
54.5977850715298,19,35,60,1,"South"
20.2197889607735,12,19,37,0,"North"
48.9097337824533,19,32,57,0,"South"
17.5231057703071,10,19,35,0,"South"
16.2202785031633,14,21,41,0,"North"
33.6168303149643,15,4,25,1,"North"
41.5608643212296,14,18,38,1,"South"
21.8198090048388,14,30,50,0,"South"
51.6231420034506,20,0,26,1,"West"
31.0962910970959,16,37,59,0,"South"
60.3636325567357,20,5,31,1,"North"
22.44901815723,10,28,44,0,"North"
27.9639086058265,14,9,29,1,"North"
43.4620871847227,13,26,45,1,"North"
19.3734395925296,13,38,57,0,"West"
18.3709542182773,13,40,59,0,"West"
29.4510979232345,17,31,54,0,"North"
19.3964497475935,14,16,36,0,"North"
27.4297661978237,16,16,38,0,"North"
16.8610979502797,13,8,27,0,"South"
81.41227262311,17,30,53,1,"South"
25.3676869817697,12,42,60,1,"South"
70.8682940150453,17,23,46,1,"West"
18.374284909378,10,27,43,1,"North"
15.4761913522806,16,4,26,0,"North"
21.9507934700279,19,5,30,0,"West"
86.6744193378325,16,29,51,1,"North"
15.3332632299013,11,14,31,0,"South"
33.937309367163,15,6,27,1,"West"
26.2310056104529,11,38,55,0,"North"
31.3476498372546,11,20,37,0,"West"
21.848724785715,11,17,34,1,"North"
22.208020581032,15,5,26,1,"South"
15.5792293732841,10,18,34,0,"West"
39.2752275617055,12,23,41,1,"South"
55.2700321870428,17,32,55,1,"South"
86.5148369083491,18,24,48,1,"South"
35.2883696374431,19,33,58,0,"West"
35.2646328004444,16,33,55,0,"South"
87.6835235355856,19,15,40,1,"South"
24.8301364708719,10,14,30,1,"West"
39.8954206847844,11,36,53,1,"North"
24.6442226395976,13,33,52,0,"West"
21.4556024576396,12,26,44,0,"North"
29.0845888052423,12,28,46,0,"South"
51.0746962016684,17,18,41,1,"South"
65.4444848038525,18,20,44,1,"North"
45.4599692692977,12,20,38,1,"North"
27.3036430185853,20,22,48,0,"South"
19.9020306476563,19,10,35,0,"South"
20.6572585333683,13,41,60,0,"West"
34.5563101238794,10,29,45,1,"West"
40.471062901016,18,29,53,0,"West"
16.462096469077,11,20,37,0,"South"
20.5600998779313,14,33,53,0,"West"
124.332615460195,20,14,40,1,"South"
59.6038646183324,15,16,37,1,"South"
76.8695319008132,16,37,59,1,"South"
38.4668158635347,18,21,45,0,"North"
29.519572790224,14,36,56,0,"South"
28.8217960079191,18,17,41,0,"North"
26.4353341620951,17,10,33,0,"West"
20.4855888047717,10,18,34,0,"South"
62.6002748117415,16,20,42,1,"South"
21.735041314574,12,10,28,0,"West"
28.2081241839437,17,16,39,0,"West"
42.4336797452291,15,31,52,1,"North"
35.0633832205161,14,17,37,1,"South"
73.5041328225057,15,19,40,1,"North"
30.5521834004044,15,11,32,1,"South"
19.3873996430476,12,13,31,0,"North"
24.1604673785154,16,4,26,0,"West"
89.960154902491,20,18,44,1,"South"
67.192027235469,19,18,43,1,"South"
26.3996039280443,14,9,29,1,"South"
18.3433196797431,12,34,52,0,"South"
66.4118479851458,17,19,42,1,"South"
26.4167108292769,11,13,30,1,"North"
48.5763466299506,17,9,32,1,"South"
194.04140036319,20,22,48,1,"West"
126.987159470316,18,35,59,1,"South"
33.6772824979671,14,9,29,1,"South"
30.1637167600293,10,41,57,1,"West"
10.5076192361237,10,30,46,0,"South"
32.5695614642306,15,23,44,0,"South"
51.5414118121325,20,22,48,0,"North"
21.2862674333216,13,32,51,0,"North"
82.5884039757631,19,21,46,1,"South"
68.3629653854544,17,31,54,0,"West"
65.3318508910632,19,15,40,1,"South"
54.8968083475222,20,17,43,0,"West"
24.5615824569996,11,41,58,1,"South"
20.7713478601472,13,36,55,0,"West"
21.0862758870846,11,9,26,0,"West"
19.56668450984,11,31,48,0,"South"
19.1531673311323,12,39,57,0,"West"
22.01292033852,18,10,34,0,"West"
96.0808006997866,20,10,36,1,"South"
24.2503860741944,18,14,38,0,"North"
50.7774603687065,18,23,47,0,"West"
39.7046492063634,11,41,58,1,"North"
32.6402855319371,18,20,44,0,"South"
33.7700035190766,15,6,27,1,"West"
35.2198995892401,12,10,28,1,"North"
47.3770539816663,15,24,45,0,"West"
23.4351958325214,15,38,59,0,"North"
97.0976930285555,19,9,34,1,"South"
19.165939511072,11,28,45,0,"North"
34.5768929608565,10,27,43,1,"West"
23.4044013405797,11,32,49,0,"West"
24.3448850083769,13,22,41,0,"South"
14.6287064634759,10,15,31,0,"South"
20.3314803442606,11,8,25,1,"South"
27.7238859961281,14,35,55,0,"West"
12.5592650814048,11,20,37,0,"South"
26.418379207168,13,15,34,0,"West"
20.7035886872566,18,8,32,0,"West"
24.6567453165946,15,5,26,0,"South"
12.7184606346092,11,24,41,0,"North"
68.0044720458782,18,28,52,1,"North"
40.8863320327484,13,26,45,1,"North"
62.277525100595,19,12,37,1,"North"
106.23055185212,20,19,45,1,"North"
34.6754282359002,13,40,59,1,"North"
17.9955972358246,13,26,45,0,"North"
80.3049862548362,15,19,40,1,"South"
18.9881779653468,11,24,41,1,"North"
42.3163242425941,13,10,29,1,"South"
20.1047115711509,17,7,30,0,"South"
43.9837761882752,16,32,54,0,"North"
32.0461629295886,14,33,53,0,"West"
35.0753182007568,15,4,25,1,"South"
29.0013927512596,17,7,30,0,"South"
16.8691499811307,11,15,32,0,"South"
34.3156383218171,19,13,38,0,"North"
52.2415587259261,13,29,48,1,"South"
51.7067675236657,14,27,47,1,"West"
60.7546368243331,13,26,45,1,"West"
29.1367789032335,19,5,30,0,"West"
19.1469431290937,18,9,33,0,"North"
98.7146236768217,18,15,39,1,"West"
25.0465699241778,12,9,27,1,"West"
25.2482920807969,14,28,48,0,"West"
39.2941969160118,15,26,47,0,"North"
84.0707008294955,18,33,57,1,"South"
31.0573685741555,16,35,57,0,"North"
22.2107933503668,10,12,28,0,"West"
19.5260556536122,11,10,27,1,"West"
20.0572684570279,13,18,37,0,"North"
39.6535828386603,11,30,47,1,"North"
24.5263998677763,16,16,38,0,"South"
25.2128833658586,12,27,45,0,"South"
26.2687534093104,18,31,55,0,"South"
101.443429631957,18,12,36,1,"West"
24.0770341843032,18,3,27,0,"West"
127.273716135586,17,24,47,1,"West"
50.4232251036415,12,38,56,1,"North"
37.3415635533841,15,34,55,0,"West"
21.3497357719608,11,23,40,0,"West"
29.1994206208495,20,13,39,0,"South"
64.7240216415241,14,28,48,1,"West"
31.1810058560696,18,9,33,0,"South"
36.1286219615221,13,19,38,1,"South"
57.0147557323873,18,21,45,1,"West"
27.4050440037366,18,11,35,0,"North"
20.1705357409389,14,15,35,0,"West"
48.5459449370441,16,4,26,1,"South"
26.3019488602169,12,27,45,1,"South"
17.6364522489632,10,32,48,0,"North"
21.7591444156481,18,6,30,0,"North"
114.956903623861,19,27,52,1,"West"
62.3951643535747,20,2,28,1,"North"
51.8491243648245,15,25,46,1,"West"
25.1705516143255,13,34,53,0,"North"
18.6344198410631,11,26,43,0,"South"
32.1505099098754,10,43,59,0,"North"
23.6312035729392,19,11,36,0,"North"
38.0055425890244,15,34,55,1,"South"
26.5578841781453,20,11,37,0,"South"
14.1459471672566,16,4,26,0,"North"
30.2262280650236,14,13,33,1,"North"
34.6139926456189,12,23,41,1,"South"
74.9273259457126,18,14,38,1,"South"
13.1362857393001,11,9,26,0,"West"
21.6046092314266,19,2,27,0,"West"
22.6762482201998,12,27,45,0,"West"
33.6050815058259,14,22,42,1,"North"
15.1315656542154,15,7,28,0,"North"
37.0952989474124,18,13,37,0,"West"
46.0999731952451,20,33,59,0,"North"
20.700668409813,15,7,28,0,"South"
35.8215510943356,16,26,48,1,"North"
28.5933051162306,13,23,42,0,"South"
23.868057703862,19,29,54,0,"South"
22.0160442835018,15,10,31,0,"South"
86.2100357852869,19,9,34,1,"South"
18.6317364897285,14,27,47,0,"South"
42.4783501253323,18,25,49,0,"West"
17.1866663729382,12,15,33,0,"South"
25.1412247407498,17,27,50,0,"South"
36.5590049683196,16,21,43,0,"West"
59.9847527655053,17,13,36,1,"West"
18.4244983747887,15,25,46,0,"West"
57.5058336246219,16,17,39,1,"West"
35.6092770465496,14,8,28,1,"South"
48.5426680902353,14,34,54,1,"North"
33.488601707578,11,29,46,1,"North"
19.9280055940296,10,30,46,0,"South"
55.2262259377199,17,3,26,1,"North"
51.7380192576411,16,34,56,0,"North"
54.6865829288812,15,17,38,1,"West"
64.6651504922907,16,13,35,1,"West"
84.6882078428086,20,26,52,1,"North"
30.8243194134548,19,12,37,0,"North"
34.4945725725977,15,19,40,0,"West"
13.0099950914134,13,7,26,0,"North"
43.0342382252104,16,21,43,1,"South"
58.3705518637054,20,27,53,1,"South"
57.0881440622812,14,29,49,1,"North"
56.9182597438566,19,15,40,1,"West"
93.6320080039938,19,22,47,1,"West"
23.1073304677836,13,37,56,0,"North"
23.616391638658,17,23,46,0,"North"
38.0891087916069,17,7,30,1,"North"
32.2702703953287,11,18,35,1,"North"
28.15974482307,16,33,55,0,"North"
20.864011995397,11,11,28,1,"South"
18.0336294052427,12,9,27,0,"South"
27.9830013710716,12,28,46,1,"South"
13.2433719392156,12,11,29,0,"South"
37.8096007290743,20,24,50,0,"North"
14.2962427977847,10,30,46,0,"North"
31.7362829930941,16,26,48,0,"South"
41.8375225626243,16,37,59,1,"West"
33.0988142501539,10,31,47,1,"West"
18.4063288202095,19,6,31,0,"South"
122.735588702134,18,27,51,1,"North"
56.2855854369442,14,35,55,1,"South"
34.6038046793628,20,18,44,0,"West"
100.333939689149,20,13,39,1,"North"
73.3865126941046,18,6,30,1,"West"
26.0188762274837,14,35,55,0,"South"
45.0736113175742,19,31,56,0,"West"
57.030476944007,15,21,42,1,"South"
19.3904896702935,13,18,37,0,"South"
25.0045477228556,11,27,44,0,"West"
32.002862310578,13,29,48,0,"South"
53.2374001534583,19,30,55,0,"North"
25.8335464230585,14,32,52,0,"North"
30.4808295406331,10,12,28,1,"North"
22.8752877990096,11,40,57,1,"North"
43.0030732999744,17,19,42,0,"West"
48.2751852397435,19,25,50,0,"South"
22.7659080836661,11,15,32,0,"West"
38.018860599676,17,32,55,0,"West"
51.1615531418604,18,5,29,1,"South"
41.0904466653512,14,10,30,1,"West"
75.7416405612388,16,24,46,1,"South"
55.5426844357927,16,14,36,1,"North"
51.1672901976608,19,5,30,1,"West"
29.8578143347066,13,33,52,0,"West"
33.2037619382381,15,15,36,1,"South"
18.3745926910125,10,16,32,0,"West"
25.5561069523842,10,43,59,1,"North"
26.5091184879476,16,5,27,0,"North"
25.3556259537945,18,11,35,0,"North"
60.5344072502622,18,32,56,1,"South"
24.0186336123265,13,35,54,0,"South"
32.9654821270629,14,21,41,0,"South"
36.0076028596791,18,25,49,0,"North"
38.3135201726948,19,20,45,0,"West"
38.255451861651,13,21,40,1,"South"
45.2063531874835,14,19,39,1,"North"
29.0460776709698,15,36,57,0,"South"
45.1406416593917,12,27,45,1,"West"
24.3316178205224,13,39,58,0,"South"
27.8033915786197,12,24,42,1,"North"
34.8805993318426,15,35,56,0,"North"
22.1328452645335,11,14,31,1,"South"
37.2620676099316,16,16,38,1,"West"
18.6972935806735,17,6,29,0,"West"
54.994532821392,17,25,48,0,"North"
31.3816166768533,19,12,37,0,"North"
51.2471900378773,15,22,43,1,"North"
25.611255834479,17,6,29,0,"North"
23.2991927558444,11,14,31,1,"West"
22.6230957729637,10,33,49,1,"South"
32.5506683728727,18,30,54,0,"South"
75.3023318239919,18,35,59,1,"South"
141.050337173201,18,21,45,1,"West"
29.7653251583561,13,36,55,0,"West"
29.4758590869951,11,26,43,1,"West"
29.4310930578454,12,18,36,1,"West"
25.4830338148716,13,6,25,1,"West"
77.3980376542719,13,38,57,1,"West"
32.8860767054955,15,34,55,0,"South"
25.4927093881765,11,8,25,1,"South"
23.8472912572753,12,29,47,0,"North"
21.8072134325239,12,11,29,0,"West"
18.2971615429298,11,41,58,0,"North"
43.0230974243484,16,17,39,1,"West"
31.4718215575646,17,32,55,0,"West"
30.7352566609532,14,7,27,1,"North"
33.8610542613288,10,18,34,1,"North"
32.036301267847,12,13,31,1,"West"
24.6478846742461,12,24,42,0,"West"
52.5002385950992,17,6,29,1,"West"
21.3977363620238,12,25,43,0,"North"
27.6214824327878,14,26,46,0,"West"
32.3220197194933,18,28,52,0,"South"
55.5833059474466,17,25,48,1,"West"
23.6483032746803,10,27,43,0,"South"
23.1538742173818,16,20,42,0,"South"
29.9503478337457,11,41,58,1,"North"
199.817879406373,19,26,51,1,"West"
22.3574603854966,15,25,46,0,"South"
51.2529989973273,19,25,50,1,"South"
25.4015418087364,16,20,42,0,"South"
33.4614258426628,13,25,44,1,"North"
76.7015271634838,13,37,56,1,"West"
40.8854361427903,14,39,59,1,"North"
41.5395645125472,18,26,50,0,"West"
70.3441273385492,16,27,49,1,"South"
16.2741904030198,18,26,50,0,"South"
17.5633202574798,17,5,28,0,"West"
16.8400481410518,13,16,35,0,"North"
29.1698476041833,11,30,47,0,"West"
19.4287810763618,11,21,38,0,"South"
16.2145979174769,10,42,58,0,"West"
28.4633842923527,14,24,44,0,"South"
23.4548291950732,14,9,29,1,"South"
55.2703901724757,14,24,44,1,"South"
40.4905604490099,19,15,40,1,"South"
17.9218709888576,15,5,26,0,"West"
34.2668084645176,11,25,42,1,"West"
22.7439320598743,12,29,47,1,"North"
32.2239910849921,12,26,44,1,"North"
24.4650436510566,15,17,38,0,"West"
16.5275271028324,11,21,38,0,"West"
61.6788548799936,13,36,55,1,"South"
15.3601900859234,13,35,54,0,"South"
46.2233469819621,14,10,30,1,"South"
63.0293181235889,20,13,39,1,"South"
20.2532679995896,15,27,48,0,"South"
30.3999187045336,12,38,56,0,"South"
25.8681428614095,15,39,60,0,"West"
39.7633897920441,15,22,43,1,"North"
35.6586866845621,16,11,33,1,"West"
138.677583166224,18,30,54,1,"West"
23.9108680791901,12,12,30,1,"South"
149.361762601349,18,17,41,1,"North"
45.5736949415695,16,8,30,1,"West"
81.0939057371256,18,22,46,1,"South"
23.9834087237989,16,10,32,0,"North"
86.0997606404827,20,17,43,1,"North"
22.8637808439199,16,29,51,0,"North"
41.5103675976352,17,18,41,0,"North"
19.830347340302,14,9,29,0,"North"
49.6901255290376,18,35,59,0,"West"
26.0495365715313,11,19,36,0,"North"
76.0023782377044,17,27,50,1,"North"
25.3282550880746,11,13,30,1,"North"
55.1401493875924,17,10,33,1,"South"
64.8397268630235,16,34,56,1,"South"
21.2969089345808,13,24,43,0,"West"
48.8485055401688,17,15,38,1,"South"
20.112401291174,10,32,48,0,"West"
33.9479757445881,19,13,38,0,"North"
66.8248412989165,20,14,40,1,"West"
27.0496725261055,13,34,53,0,"North"
22.7560974690715,10,31,47,0,"West"
28.067127970374,11,19,36,0,"North"
27.6371809887343,11,19,36,1,"South"
42.367716022626,19,31,56,0,"West"
37.0077603743226,13,31,50,1,"South"
33.5658566154515,19,17,42,0,"West"
30.184242500659,18,14,38,0,"West"
46.5212517157085,16,25,47,1,"South"
58.6904520192661,15,18,39,1,"North"
14.983807581703,10,10,26,0,"North"
35.8728661959884,13,38,57,0,"West"
21.5730641558764,15,9,30,0,"West"
63.5084879800986,15,37,58,1,"North"
26.0457064313463,17,20,43,0,"North"
85.6497384806463,16,35,57,1,"West"
21.2704925543995,12,20,38,0,"South"
39.1957228318602,17,29,52,1,"South"
16.2881193148805,13,16,35,0,"West"
55.4085806015753,16,23,45,1,"North"
19.3476931129825,15,26,47,0,"South"
47.816358662808,18,15,39,1,"South"
42.8110100558565,13,33,52,1,"South"
31.375718517473,11,13,30,1,"West"
40.2234366436641,14,30,50,1,"South"
68.0022100443122,20,28,54,0,"West"
37.855580001604,19,18,43,0,"North"
34.9559595871299,18,17,41,0,"South"
42.0286853867078,16,33,55,1,"West"
53.5002368778959,19,19,44,1,"North"
35.703002027634,16,24,46,0,"West"
28.1774443047764,13,23,42,1,"West"
17.1652109420139,13,31,50,0,"North"
23.3430529464064,11,12,29,0,"West"
53.3245039020717,20,18,44,0,"West"
52.5600462185389,19,15,40,0,"South"
16.8165906217693,10,20,36,0,"West"
102.852700720704,18,21,45,1,"West"
94.8501715500076,19,31,56,1,"North"
45.0953821168357,15,19,40,1,"South"
46.1626202208167,19,17,42,0,"West"
19.1229947449876,13,7,26,1,"West"
83.9314071402354,20,17,43,1,"South"
44.6434918420913,18,17,41,0,"South"
39.429330145292,12,14,32,1,"West"
25.7327404914181,14,28,48,0,"North"
23.3399868761496,17,3,26,1,"South"
11.5148610934215,18,2,26,0,"South"
28.6325981874253,18,3,27,0,"North"
68.8266472372624,18,34,58,1,"North"
58.3298112754609,16,25,47,1,"North"
28.1110835762833,16,28,50,0,"North"
60.9407105486261,18,28,52,1,"South"
40.1842526957348,15,29,50,0,"West"
20.3887788291716,20,6,32,0,"North"
41.3533504502013,14,30,50,0,"North"
37.1072915045506,11,25,42,1,"North"
28.8944680414818,16,4,26,0,"West"
35.8652334206077,15,5,26,1,"North"
23.3880229072507,12,8,26,1,"North"
44.463621255263,15,12,33,1,"West"
55.3375734030033,19,6,31,1,"North"
25.3326192370921,19,2,27,0,"North"
21.1805266246615,15,30,51,0,"West"
18.4558593033374,20,30,56,0,"West"
67.071132333157,16,6,28,1,"West"
18.4234653718405,17,8,31,0,"South"
16.9552860047973,13,11,30,0,"South"
54.8832053967424,13,20,39,1,"West"
28.8684132544329,13,38,57,1,"South"
34.0582131866656,18,19,43,0,"West"
36.2056181401866,16,5,27,1,"South"
42.3208465711278,15,12,33,1,"West"
21.9204233233287,13,20,39,0,"North"
48.5111571225666,13,32,51,0,"North"
59.9630232166141,19,17,42,1,"North"
19.9102581391878,13,21,40,0,"West"
55.4185230551687,17,18,41,1,"West"
24.5559431585551,12,39,57,1,"South"
67.7215388587186,14,27,47,1,"West"
106.548484725132,18,33,57,1,"West"
82.2077847058571,19,15,40,1,"West"
35.2296082467878,19,25,50,0,"North"
43.3985131441323,14,19,39,1,"South"
72.172403047355,17,33,56,1,"North"
47.0258708802136,18,17,41,1,"South"
19.2809657206645,14,14,34,0,"South"
45.8722057481227,13,18,37,1,"North"
11.9324211002545,16,30,52,0,"South"
29.3538427558732,14,36,56,0,"North"
102.729718600775,19,19,44,1,"West"
38.5814657843241,20,21,47,0,"South"
14.0346976324972,12,12,30,0,"South"
30.9385719757228,15,20,41,0,"South"
55.3402302816241,14,35,55,1,"West"
48.4280985863236,20,0,26,1,"West"
43.4569617156305,15,16,37,1,"South"
64.5301346294047,20,2,28,1,"West"
34.6993883303885,18,28,52,0,"West"
22.7039714738805,12,11,29,0,"North"
31.6707020864763,14,9,29,1,"South"
41.3626501619567,13,38,57,1,"West"
14.7929218147668,11,21,38,0,"South"
60.3263079394961,17,34,57,1,"South"
36.2390482498692,12,27,45,1,"North"
49.5171398139804,14,37,57,1,"North"
52.7967406811756,17,5,28,1,"North"
24.9441330691979,17,6,29,0,"West"
30.7883313375615,11,33,50,1,"North"
18.5068363066446,16,6,28,0,"South"
17.8976569125122,15,16,37,0,"South"
49.8589360871492,18,5,29,1,"South"
67.2934054484256,15,20,41,1,"West"
69.0691427073855,16,22,44,1,"West"
71.4916611358309,18,16,40,1,"North"
37.9092843707428,15,30,51,0,"North"
25.7204001295213,17,21,44,0,"South"
108.701862058705,18,28,52,1,"North"
59.4083399630834,17,14,37,1,"South"
15.1011737762769,11,11,28,0,"North"
46.4393477257826,17,27,50,0,"South"
39.5532399081839,17,13,36,1,"South"
35.7541518810514,16,31,53,0,"West"
24.7845787391473,15,17,38,0,"North"
80.5350702953309,20,9,35,1,"North"
60.8996727338194,16,28,50,1,"South"
36.9675457486518,19,18,43,0,"North"
23.9689105250476,12,17,35,0,"North"
39.5401036798499,16,11,33,1,"South"
56.6196707464195,16,35,57,0,"West"
57.3856679530542,14,37,57,1,"West"
22.6025787894538,18,2,26,0,"West"
22.1850025270968,14,19,39,1,"North"
24.7080877142746,10,11,27,0,"South"
16.3528620402544,11,16,33,0,"South"
19.6997136892705,11,17,34,0,"West"
24.3295719195756,11,42,59,1,"South"
24.0242378465613,10,30,46,0,"West"
57.9283989970641,15,16,37,1,"West"
24.3935504323655,10,13,29,1,"South"
24.4452424068472,14,40,60,0,"South"
20.5614448414719,13,12,31,0,"West"
69.8324565619655,18,15,39,1,"West"
41.8634815130677,12,33,51,1,"West"
15.4567201922071,10,31,47,1,"South"
34.7796546175351,18,21,45,0,"South"
22.7066096737852,19,12,37,0,"South"
46.6155380883182,16,4,26,1,"West"
43.3757453029092,13,17,36,1,"West"
92.9412579449094,19,34,59,1,"South"
30.7663183740044,11,33,50,1,"North"
31.0837145182908,11,32,49,0,"West"
37.3105108256028,15,32,53,0,"West"
18.5673372038883,11,39,56,0,"North"
86.1955022825182,17,15,38,1,"West"
33.3420311207378,15,10,31,1,"South"
35.8163275045778,13,28,47,1,"South"
15.2543192641984,11,12,29,0,"North"
22.3290975041906,15,34,55,0,"South"
26.6684646196305,17,9,32,0,"South"
15.8701558870557,17,5,28,0,"South"
124.057372956481,19,27,52,1,"West"
32.3268978216755,12,31,49,1,"West"
24.0481183195644,17,12,35,0,"West"
46.7369368085935,17,16,39,1,"South"
43.7532578858869,19,33,58,0,"West"
78.430937552996,18,24,48,1,"South"
28.2356130256905,17,36,59,0,"South"
31.1813231341118,18,23,47,0,"West"
15.2846873011183,12,26,44,0,"South"
25.5553049927712,14,16,36,0,"North"
29.933862610563,11,37,54,1,"North"
20.3151483075135,13,21,40,0,"North"
29.0031935978578,13,20,39,0,"West"
30.7670518460661,18,26,50,0,"North"
84.1546802742758,16,30,52,1,"West"
45.1077991712026,17,6,29,1,"South"
55.6956300094001,15,26,47,1,"West"
19.6157699635758,18,3,27,0,"South"
37.6289682605806,12,31,49,1,"South"
10.3922566762942,10,13,29,0,"North"
45.9301003950237,18,1,25,1,"West"
9.55127926284292,12,10,28,0,"South"
40.6739129665187,16,27,49,0,"South"
39.8224861835582,14,15,35,0,"North"
90.5294806913962,17,23,46,1,"North"
20.1926196335421,14,16,36,0,"South"
43.6682999352004,14,29,49,1,"North"
39.0943086369198,17,34,57,0,"West"
25.377155005343,12,26,44,1,"South"
21.4317368398731,12,36,54,0,"West"
45.8136504049757,16,7,29,1,"North"
35.4420258543412,14,31,51,1,"South"
28.0794033755451,13,32,51,0,"West"
38.2551183859082,17,26,49,0,"North"
37.7839436533551,19,10,35,1,"South"
20.6777002151476,16,15,37,0,"North"
36.6057025631375,17,6,29,1,"South"
31.2091539950667,20,4,30,0,"South"
20.3811131403627,10,17,33,0,"North"
15.9649948888276,12,20,38,0,"North"
18.0883207507427,12,10,28,0,"South"
47.5103175021783,18,2,26,1,"North"
30.1328974580963,13,38,57,0,"West"
27.4249522652958,15,29,50,0,"South"
36.3333819894585,16,28,50,0,"West"
40.2802594304978,20,25,51,0,"West"
55.1367790487931,14,31,51,1,"South"
38.0487026994967,19,33,58,0,"West"
22.92559089021,17,19,42,0,"West"
30.3625904132915,17,35,58,0,"North"
33.3827943299043,12,18,36,1,"North"
29.2480198284466,12,24,42,1,"West"
19.5473972502159,16,3,25,0,"South"
17.7125245460511,13,20,39,0,"South"
33.7491505955969,12,23,41,1,"South"
22.1121922859352,11,15,32,1,"North"
76.8506957565536,20,30,56,1,"South"
